,no_of_words,length_of_text,sum_of_digits,longest_word
0,0.10526315789473684,0.12004405286343614,0.0,0.2647058823529412
1,0.031578947368421054,0.02973568281938326,0.0,0.1764705882352941
2,0.15789473684210525,0.1685022026431718,0.5319148936170213,0.5
3,0.05789473684210526,0.05176211453744494,0.0,0.20588235294117646
4,0.07368421052631578,0.06497797356828194,0.0,0.1764705882352941
5,0.18421052631578946,0.16079295154185025,0.0851063829787234,0.20588235294117646
6,0.08421052631578947,0.08259911894273128,0.0,0.20588235294117646
7,0.13157894736842105,0.17400881057268724,0.02127659574468085,0.4411764705882353
8,0.12631578947368421,0.1718061674008811,0.40425531914893614,0.3235294117647059
9,0.14210526315789473,0.16740088105726875,0.2765957446808511,0.3235294117647059
10,0.13157894736842105,0.11784140969162997,0.0,0.20588235294117646
11,0.12105263157894737,0.14757709251101322,0.46808510638297873,0.20588235294117646
12,0.14736842105263157,0.1696035242290749,0.425531914893617,0.4411764705882353
13,0.19999999999999998,0.21365638766519826,0.0,0.2647058823529412
14,0.042105263157894736,0.03634361233480177,0.0,0.1764705882352941
15,0.12105263157894737,0.1618942731277533,0.0,0.5294117647058824
16,0.031578947368421054,0.02643171806167401,0.0,0.23529411764705882
17,0.09473684210526316,0.08700440528634362,0.02127659574468085,0.23529411764705882
18,0.07894736842105263,0.061674008810572695,0.0,0.14705882352941177
19,0.12105263157894737,0.1696035242290749,0.48936170212765956,0.5
20,0.042105263157894736,0.04295154185022027,0.0,0.2647058823529412
21,0.05789473684210526,0.05176211453744494,0.02127659574468085,0.1764705882352941
22,0.05789473684210526,0.056167400881057275,0.0,0.14705882352941177
23,0.09999999999999999,0.09471365638766521,0.02127659574468085,0.20588235294117646
24,0.05789473684210526,0.060572687224669616,0.0,0.29411764705882354
25,0.15789473684210525,0.1563876651982379,0.0,0.20588235294117646
26,0.02631578947368421,0.030837004405286344,0.0,0.29411764705882354
27,0.15263157894736842,0.14537444933920707,0.0,0.1764705882352941
28,0.09999999999999999,0.08039647577092512,0.0,0.20588235294117646
29,0.06315789473684211,0.06828193832599119,0.0,0.23529411764705882
30,0.15263157894736842,0.14096916299559473,0.0,0.2647058823529412
31,0.21052631578947367,0.20594713656387667,0.0425531914893617,0.29411764705882354
32,0.031578947368421054,0.02973568281938326,0.0,0.23529411764705882
33,0.08947368421052632,0.09030837004405287,0.0,0.2647058823529412
34,0.15789473684210525,0.17290748898678415,0.02127659574468085,0.3529411764705882
35,0.14736842105263157,0.13325991189427314,0.0425531914893617,0.20588235294117646
36,0.05789473684210526,0.04955947136563878,0.0,0.23529411764705882
37,0.042105263157894736,0.02863436123348018,0.0,0.1764705882352941
38,0.021052631578947368,0.027533039647577095,0.0,0.23529411764705882
39,0.17368421052631577,0.1685022026431718,0.0,0.23529411764705882
40,0.08947368421052632,0.0881057268722467,0.0,0.20588235294117646
41,0.14736842105263157,0.15418502202643172,0.0,0.20588235294117646
42,0.14210526315789473,0.18722466960352424,0.46808510638297873,0.3235294117647059
43,0.021052631578947368,0.018722466960352423,0.0,0.1764705882352941
44,0.07368421052631578,0.07709251101321588,0.0,0.20588235294117646
45,0.02631578947368421,0.03303964757709252,0.0,0.23529411764705882
46,0.04736842105263158,0.047356828193832606,0.0,0.3529411764705882
47,0.02631578947368421,0.03193832599118943,0.0,0.23529411764705882
48,0.07894736842105263,0.07158590308370046,0.0,0.2647058823529412
49,0.17368421052631577,0.16079295154185025,0.0,0.2647058823529412
50,0.06315789473684211,0.061674008810572695,0.0,0.20588235294117646
51,0.12631578947368421,0.13436123348017623,0.0,0.20588235294117646
52,0.08947368421052632,0.08590308370044054,0.0,0.23529411764705882
53,0.3157894736842105,0.31607929515418504,0.0,0.38235294117647056
54,0.11578947368421053,0.1299559471365639,0.0,0.2647058823529412
55,0.07368421052631578,0.0814977973568282,0.0,0.2647058823529412
56,0.13157894736842105,0.17511013215859034,0.5106382978723404,0.3235294117647059
57,0.03684210526315789,0.03524229074889868,0.0,0.20588235294117646
58,0.021052631578947368,0.022026431718061675,0.0,0.20588235294117646
59,0.042105263157894736,0.04185022026431719,0.0,0.1764705882352941
60,0.12631578947368421,0.11674008810572689,0.02127659574468085,0.23529411764705882
61,0.04736842105263158,0.050660792951541855,0.0,0.2647058823529412
62,0.031578947368421054,0.025330396475770928,0.0,0.23529411764705882
63,0.06315789473684211,0.059471365638766524,0.0,0.2647058823529412
64,0.12631578947368421,0.11894273127753305,0.0,0.20588235294117646
